assay,feature_ID,chrom,start_bp,end_bp,methyl_tile_id,region_stranded,tss_distance_5prime_bp,upstream_far_bp,straddles_TSS,cpg_island,overlaps_promoter_CpG_island,overlaps_genebody_CpG_island,in_promoter_window,training_significant,sig_tissues,tissues_assayed,region_manuscript,tss_distance_manuscript_strandnaive,note
METHYL,chr18-163078_cluster2,chr18,81539000,81539500,chr18-163078,promoter_TSS_straddle,0,435,True,CpG:50/23(promoter_TSS),True,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",gene_body,0,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster20,chr18,81539000,81539500,chr18-163078,promoter_TSS_straddle,0,435,True,CpG:50/23(promoter_TSS),True,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",gene_body,0,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster21,chr18,81539000,81539500,chr18-163078,promoter_TSS_straddle,0,435,True,CpG:50/23(promoter_TSS),True,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",gene_body,0,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster22,chr18,81539000,81539500,chr18-163078,promoter_TSS_straddle,0,435,True,CpG:50/23(promoter_TSS),True,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",gene_body,0,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster23,chr18,81539000,81539500,chr18-163078,promoter_TSS_straddle,0,435,True,CpG:50/23(promoter_TSS),True,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",gene_body,0,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster3,chr18,81539000,81539500,chr18-163078,promoter_TSS_straddle,0,435,True,CpG:50/23(promoter_TSS),True,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",gene_body,0,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster4,chr18,81539000,81539500,chr18-163078,promoter_TSS_straddle,0,435,True,CpG:50/23(promoter_TSS),True,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",gene_body,0,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster5,chr18,81539000,81539500,chr18-163078,promoter_TSS_straddle,0,435,True,CpG:50/23(promoter_TSS),True,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",gene_body,0,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster6,chr18,81539000,81539500,chr18-163078,promoter_TSS_straddle,0,435,True,CpG:50/23(promoter_TSS),True,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",gene_body,0,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster7,chr18,81539000,81539500,chr18-163078,promoter_TSS_straddle,0,435,True,CpG:50/23(promoter_TSS),True,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",gene_body,0,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster8,chr18,81539000,81539500,chr18-163078,promoter_TSS_straddle,0,435,True,CpG:50/23(promoter_TSS),True,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",gene_body,0,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster9,chr18,81539000,81539500,chr18-163078,promoter_TSS_straddle,0,435,True,CpG:50/23(promoter_TSS),True,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",gene_body,0,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163083_cluster1,chr18,81541500,81542000,chr18-163083,promoter_upstream,2435,2935,False,,False,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",downstream_distal,2440,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163083_cluster2,chr18,81541500,81542000,chr18-163083,promoter_upstream,2435,2935,False,,False,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",downstream_distal,2562,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163083_cluster3,chr18,81541500,81542000,chr18-163083,promoter_upstream,2435,2935,False,,False,False,True,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",downstream_distal,2578,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163101_cluster1,chr18,81550500,81551000,chr18-163101,promoter_upstream,11435,11935,False,,False,False,False,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",downstream_distal,11414,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163101_cluster2,chr18,81550500,81551000,chr18-163101,promoter_upstream,11435,11935,False,,False,False,False,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",downstream_distal,11450,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163101_cluster3,chr18,81550500,81551000,chr18-163101,promoter_upstream,11435,11935,False,,False,False,False,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",downstream_distal,11464,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163101_cluster4,chr18,81550500,81551000,chr18-163101,promoter_upstream,11435,11935,False,,False,False,False,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",downstream_distal,11502,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163101_cluster5,chr18,81550500,81551000,chr18-163101,promoter_upstream,11435,11935,False,,False,False,False,NO,,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",downstream_distal,11545,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
